english,hindi
Turn off my 8 pm alarm .,Mere alarm शाम 8 बाजे band करे .
WILL IT BE RAINING AT 5 PM TOMORROW ?,Kya कल 5 बजे ko बारिश होगी ?
How long does it take to go from my dad ' s house to LaFortune park ?,Mere dad के घर se लाफॉर्च्यून park जाने me कितना time लगेगा ?
Like the 30 minutes of ad free music after an advertise on Spotify ?,Spotify par advertise ख़तम hone के बाद 30 मिनट के ad free music ko like करेन ?
Remind me to walk the dogs tomorrow morning .,Mujhe कल शुभा dogs ko walk par लेजाने के लिये याद दिलायें .
Create an alarm entry at 10 am appointment with doctor,Doctor के साथ नियुक्ति के लिये subah 10 बाजे alarm entry create करे
I don ' t want my alarm going off tomorrow .,Mai नही चाहता के मेरा alarm कल band होजाये
Can you snooze my alarm for 5 more minutes ?,क्या एएपी mere alarm ko मैं और 5 minute के लिये snooze करसकते है ?
Wake me up at 5 . 30am,Mujhe subah साडे 5 बाजे जगादो
Please let me now which highway is faster to san francisco,Please मुझे ye बतायें की san फ्रांसिस्को जाने जे.ई लिये कोन्सा highway ज़ियादा tez है
is it snowing in Juneau ?,क्या Juneau me बर्फ गिर राही है
Traffic details please,Please traffic के विवरण बताइये
Remind me to email the landlord tomorrow about the leaky sink faucet .,Mujhe कल landlord ko leaky sink faucet के बारे में me ईमेल करने के लिये याद दिलायें .
Alarm tomorrow at 5 PM,कल शाम 5 बाजे ka alarm
Is the traffic busy today,Kya ka आज traffic busy he
what was the weather this day 20 years back,आज के din 20 उल्लेखनीय है कि साल पहले मौसम कैसा tha
I need you to play music from Spotify,Mai चाहता हुन के एपी Spotify se music लगाय
Move my reminder for dinner to tomorrow .,dinner के लिये mere reminder ko कल के लिये move करे
Off .,Band .
When is sunset tonight,Aaj रात sunset कब he
START A TIMER EVERY 5 MINUTES,Har 5 minute ko timer शूरु karo
repeat the alarm every day,हर din alarm ko repeat करेन
What ' s the traffic like over snoqualmie,snoqualmie me traffic कैसा है
"If I leave here at 7 p . m . , will I make it to the conference on time ?","Agar माई हाँ se 7 p . m . ko निकल जाओं , to क्या माई conference ko time par पाहुंच जाओंगा ?"
should i bring a jacket today,Kya मुझे आज jacket लाना चाहिए
restart timer,timer ko restart karo
create a playlist of pop music,pop music की इक प्लेलिस्ट बनाओ .
"Put my library on shuffle , but make sure a Beatles song plays at least once every five songs","मेरी library ko shuffle par राखे , लेकिन ye जरूर देखे के Beatles song काम se काम हर पंच गीत me इक bar जरुर बाजे"
Dismiss tonight ' s alarm for dinner,Dinner के लिये आज रात ka alarm dismiss करे
repeat last song,last song ko repeat करे .
Don ' t play the first song anymore .,Aab first song ko mat बजाइये
please have reminder pop up again in a hour,Please reminder फिर se pop up कराए इक घंटे बाद
Tell Fred to keep the noise level down .,Fred se आवाज़ ka level काम रखना के लिये काहें
Did I get any messages Tuesday on Twitter ?,Kya मुझे Twitter par Tuesday के din koi संदेशों mile ?
Is there much traffic on the way to Walmart,Kya Walmart के रास्ते me बोहोत ज़ियादा traffic he
Delete my timer,Mere timer ko delete करे
playlist start,Playlist ko start karo
